id,url,name,genre,director,contentRating,datePublished,keywords,description,averageRating,ratingCount,releasedCountry,duration
140,https://www.imdb.com//title/tt0112740/?ref_=tt_rec_tti,Crimson Tide,"Action, Drama, Thriller, War",Tony Scott,R,1995,"submarine,u.s. navy,1990s,submarine captain,naval base","Crimson Tide is a movie starring Gene Hackman, Denzel Washington, and Matt Craven. On a U.S. nuclear missile sub, a young First Officer stages a mutiny, to prevent his trigger happy Captain from launching his missiles, before...",7.3,91049,USA,1h56m
141,https://www.imdb.com//title/tt4197474/?ref_=tt_rec_tti,Tatara Samurai,"Action, Comedy, Drama, History, War",Yoshinari Nishikôri,,2017,"blacksmith,japanese,swordsman,merchant,legacy","Tatara Samurai is a movie starring Taichi Saotome, Shun Sugata, and Denden. In 16th century Japan, a young man has to choose between becoming a master steel maker like his father and grandfather before him, or becoming a samurai so...",6.9,77,USA,2h15m
142,https://www.imdb.com//title/tt1643249/?ref_=tt_rec_tti,Dark Ascension,"Action, Adventure, Fantasy, Thriller",Gene Fallaize,,2017,"heaven,hell,purgatory,afterlife,angel","Dark Ascension is a movie starring Sean Young, Tara Reid, and Bruce Campbell. The gates of Heaven & Hell have been broken and the afterlife is in ruins. One group of new arrivals must find a way to put things right to prevent an...",6.9,32,USA,1h52m
143,https://www.imdb.com//title/tt0099699/?ref_=tt_rec_tti,Green Card,"Comedy, Drama, Romance",Peter Weir,PG-13,1991,"love,greenhouse,green card,immigration,two word title","Green Card is a movie starring Gérard Depardieu, Andie MacDowell, and Bebe Neuwirth. A man wanting to stay in the US enters into a marriage of convenience, but it turns into more than that.",6.2,20526,USA,1h43m
144,https://www.imdb.com//title/tt0290747/?ref_=tt_rec_tti,Man-Thing,"Action, Adventure, Horror, Romance, Sci-Fi",Brett Leonard,R,2005,"swamp,monster,swamp monster,kiss,superhero","Man-Thing is a movie starring Jack Thompson, Matthew Le Nevez, and Steve Bastoni. Agents of an oil tycoon vanish while exploring a swamp marked for drilling. The local sheriff investigates and faces a Seminole legend come to life:...",4,5410,Singapore,1h37m
145,https://www.imdb.com//title/tt0317919/?ref_=tt_rec_tti,Mission: Impossible III,"Action, Adventure, Thriller",J.J. Abrams,PG-13,2006,"fictional government agency,ethan hunt character,luther stickell character,rescue,mission","Mission: Impossible III is a movie starring Tom Cruise, Michelle Monaghan, and Ving Rhames. IMF Agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancee in response.",6.9,296034,USA,2h6m
146,https://www.imdb.com//title/tt0108550/?ref_=tt_rec_tti,What's Eating Gilbert Grape,"D, r, a, m, a",Lasse Hallström,PG-13,1994,"mentally challenged,small town,countryside,rural setting,responsibility","What's Eating Gilbert Grape is a movie starring Johnny Depp, Leonardo DiCaprio, and Juliette Lewis. After his father's death, Gilbert has to care for his mentally-disabled brother, Arnie, and his morbidly obese mother. This...",7.8,192278,USA,1h58m
147,https://www.imdb.com//title/tt2381991/?ref_=tt_rec_tti,The Huntsman: Winter's War,"Action, Adventure, Drama, Fantasy",Cedric Nicolas-Troyan,PG-13,2016,"fairy tale,based on fairy tale,dark fantasy,second part,sequel","The Huntsman: Winter's War is a movie starring Chris Hemsworth, Jessica Chastain, and Charlize Theron. Eric and fellow warrior Sara, raised as members of ice Queen Freya's army, try to conceal their forbidden love as they fight to...",6.1,82628,USA,1h54m
148,https://www.imdb.com//title/tt0107969/?ref_=tt_rec_tti,Rising Sun,"Action, Crime, Drama, Mystery, Thriller",Philip Kaufman,R,1993,"corpse,eating sushi off naked woman,female frontal nudity,vulva,cmnf","Rising Sun is a movie starring Sean Connery, Wesley Snipes, and Harvey Keitel. When an escort girl is found dead in the offices of a Japanese company in Los Angeles, detectives Web Smith and John Connor act as liaison between the...",6.2,38661,USA,2h9m
149,https://www.imdb.com//title/tt0365125/?ref_=tt_rec_tti,A Dirty Shame,"C, o, m, e, d, y",John Waters,NC-17,2004,"lust,prostitute,go go dancer,male pubic hair,nudist","A Dirty Shame is a movie starring Tracey Ullman, Chris Isaak, and Selma Blair. An uptight, middle-aged, repressed woman turns into a sex addict after getting hit on the head, and she then falls into an underground subculture of sex...",5.1,11439,USA,1h29m
150,https://www.imdb.com//title/tt0096018/?ref_=tt_rec_tti,Running on Empty,"Crime, Drama, Music, Romance",Sidney Lumet,PG-13,1988,"f rated,radicalism,watching television,federal bureau of investigation,federal bureau of investigation agent","Running on Empty is a movie starring River Phoenix, Christine Lahti, and Judd Hirsch. The eldest son of a fugitive family comes of age and wants to live a life of his own.",7.7,12130,USA,1h56m
151,https://www.imdb.com//title/tt0105690/?ref_=tt_rec_tti,Under Siege,"Action, Thriller",Andrew Davis,R,1992,"cook,battleship,terrorist plot,one against many,knife throwing","Under Siege is a movie starring Steven Seagal, Gary Busey, and Tommy Lee Jones. An ex-Navy Seal turned cook is the only person who can stop a group of terrorists when they seize control of a U.S. battleship.",6.5,68855,USA,1h43m
152,https://www.imdb.com//title/tt0174856/?ref_=tt_rec_tti,The Hurricane,"Biography, Drama, Sport",Norman Jewison,R,2000,"toronto ontario,historical revisionism,african american,murder,boxer","The Hurricane is a movie starring Denzel Washington, Vicellous Shannon, and Deborah Kara Unger. The story of Rubin ""Hurricane"" Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his...",7.6,84412,USA,2h26m
153,https://www.imdb.com//title/tt0271946/?ref_=tt_rec_tti,Te wu mi cheng,"Action, Comedy, Crime, Mystery, Thriller",Teddy Chan,PG-13,2001,"slapstick comedy,fighting,spy,surprise after end credits,scene after end credits","Te wu mi cheng is a movie starring Jackie Chan, Min Kim, and Eric Tsang. At a Hong Kong shopping center, Buck Yuen's (Jackie Chan's) intuition warns him. He saves a robbery's loot and gets on television, ends up in Istanbul via...",5.9,14579,Hong Kong,1h27m
154,https://www.imdb.com//title/tt0330793/?ref_=tt_rec_tti,The Punisher,"Action, Adventure, Crime, Drama, Thriller",Jonathan Hensleigh,R,2004,"family reunion,vigilante,revenge,origin of hero,death of family","The Punisher is a movie starring Thomas Jane, John Travolta, and Samantha Mathis. An undercover FBI agent becomes a vigilante assassin and sets out to unleash his wrath upon the corrupt businessman who slaughtered his entire family...",6.5,139047,USA,2h4m
155,https://www.imdb.com//title/tt0075936/?ref_=tt_rec_tti,Desperate Living,"Comedy, Crime, Fantasy, Horror",John Waters,,1977,"queen,murder,maid,shack,lesbian","Desperate Living is a movie starring Liz Renay, Mink Stole, and Susan Lowe. A neurotic society woman murders her husband with the help of her maid and, on the lam, escape to Mortville, a homeless community ruled over by a fascist...",7.2,4207,USA,1h30m
156,https://www.imdb.com//title/tt0109444/?ref_=tt_rec_tti,Clear and Present Danger,"Action, Crime, Drama, Thriller",Phillip Noyce,PG-13,1994,"jack ryan character,good versus evil,cia,drugs,colombia","Clear and Present Danger is a movie starring Harrison Ford, Willem Dafoe, and Anne Archer. CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.",6.9,78907,USA,2h21m
157,https://www.imdb.com//title/tt0114319/?ref_=tt_rec_tti,Sabrina,"Comedy, Drama",Sydney Pollack,PG,1995,"chauffeur,estate,playboy,vogue magazine,cinderella story","Sabrina is a movie starring Harrison Ford, Julia Ormond, and Greg Kinnear. An ugly duckling having undergone a remarkable change, still harbors feelings for her crush: a carefree playboy, but not before his business-focused brother...",6.3,33069,USA,2h7m
158,https://www.imdb.com//title/tt0803096/?ref_=tt_rec_tti,Warcraft,"Action, Adventure, Fantasy",Duncan Jones,PG-13,2016,"based on video game,orc,fictional language,sword and sorcery,wizard","Warcraft is a movie starring Travis Fimmel, Paula Patton, and Ben Foster. As an Orc horde invades the planet Azeroth using a magic portal, a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war.",6.9,217645,USA,2h3m
159,https://www.imdb.com//title/tt0120744/?ref_=tt_rec_tti,The Man in the Iron Mask,"Action, Adventure, Drama",Randall Wallace,PG-13,1998,"france,twin,musketeer,twin brother,three musketeers","The Man in the Iron Mask is a movie starring Leonardo DiCaprio, Jeremy Irons, and John Malkovich. The cruel King Louis XIV of France has a secret twin brother who he keeps imprisoned. Can the twin be substituted for the real king?",6.5,141897,USA,2h12m
160,https://www.imdb.com//title/tt0109579/?ref_=tt_rec_tti,Death and the Maiden,"Drama, Mystery, Thriller",Roman Polanski,R,1995,"suspense,minimal cast,single set production,containment,memory games","Death and the Maiden is a movie starring Sigourney Weaver, Ben Kingsley, and Stuart Wilson. A political activist is convinced that her guest is a man who once tortured her for the government.",7.3,19834,USA,1h43m
161,https://www.imdb.com//title/tt0119528/?ref_=tt_rec_tti,Liar Liar,"Comedy, Fantasy",Tom Shadyac,PG-13,1997,"birthday wish,obscene finger gesture,female stockinged feet,pantyhose,workaholic","Liar Liar is a movie starring Jim Carrey, Maura Tierney, and Amanda Donohoe. A fast-track lawyer can't lie for 24 hours due to his son's birthday wish after he turns his son down for the last time.",6.9,251268,USA,1h26m
162,https://www.imdb.com//title/tt0402743/?ref_=tt_rec_tti,Abominable,"Horror, Thriller",Ryan Schifrin,R,2006,"campsite,woods,bigfoot,cave,sasquatch","Abominable is a movie starring Matt McCoy, Haley Joel, and Christien Tinsley. A man, crippled in a climbing accident, returns to his cabin in the woods as part of his rehabilitation, but he wasn't prepared for the immanent onslaught.",5.1,3654,USA,1h34m
163,https://www.imdb.com//title/tt0386140/?ref_=tt_rec_tti,The Legend of Zorro,"Action, Adventure, Romance, Thriller, Western",Martin Campbell,PG,2005,"abraham lincoln character,good versus evil,good man,good woman,zorro","The Legend of Zorro is a movie starring Antonio Banderas, Catherine Zeta-Jones, and Rufus Sewell. Despite trying to keep his swashbuckling to a minimum, a threat to California's pending statehood causes the adventure-loving...",5.9,83047,USA,2h9m
164,https://www.imdb.com//title/tt0816711/?ref_=tt_rec_tti,World War Z,"Action, Adventure, Horror, Sci-Fi, Thriller",Marc Forster,PG-13,2013,"nova scotia,south korea,zombie,chaos,pandemic","World War Z is a movie starring Brad Pitt, Mireille Enos, and Daniella Kertesz. Former United Nations employee Gerry Lane traverses the world in a race against time to stop the Zombie pandemic that is toppling armies and...",7,536047,USA,1h56m
165,https://www.imdb.com//title/tt0076975/?ref_=tt_rec_tti,The Amazing Spider-Man,"Action, Adventure, Crime, Fantasy, Sci-Fi",,TV-PG,1977,"laboratory accident,clairvoyance,spider sense,superhero,based on comic book","The Amazing Spider-Man is a TV series starring Nicholas Hammond, Robert F. Simon, and Chip Fields. With the powers given by the bite of a radioactive spider, a young man fights crime as a wall-crawling superhero.",6.4,1618,1977–1979,
166,https://www.imdb.com//title/tt0485976/?ref_=tt_rec_tti,Bo bui gai wak,"Action, Comedy, Drama",Benny Chan,Not Rated,2006,"baby,bottle,milk,crying,gambler","Bo bui gai wak is a movie starring Jackie Chan, Michael Hui, and Louis Koo. Thongs and Octopus accept a job from their landlord: kidnap a baby. Soon, the baby awakens strong paternal feelings in the two crooks, leading to...",6.7,11412,Hong Kong,2h16m
167,https://www.imdb.com//title/tt6957966/?ref_=tt_rec_tti,Little Italy,"Comedy, Romance",Donald Petrie,R,2018,,"Little Italy is a movie starring Hayden Christensen, Emma Roberts, and Alyssa Milano. A young couple must navigate a blossoming romance, amidst a war between their families' competing pizza restaurants.",5.7,2156,USA,1h42m
168,https://www.imdb.com//title/tt1270798/?ref_=tt_rec_tti,X: First Class,"Action, Adventure, Sci-Fi",Matthew Vaughn,PG-13,2011,"raven darkholme character,logan character,erik lehnsherr character,professor charles xavier character,beast character","X: First Class is a movie starring James McAvoy, Michael Fassbender, and Jennifer Lawrence. In 1962, the United States government enlists the help of Mutants with superhuman abilities to stop a malicious dictator who is determined...",7.7,589831,USA,2h11m
169,https://www.imdb.com//title/tt0099739/?ref_=tt_rec_tti,Hard to Kill,"Action, Crime, Drama, Thriller",Bruce Malmuth,R,1990,"coma,hospital,revenge,nurse,presumed dead","Hard to Kill is a movie starring Steven Seagal, Kelly LeBrock, and William Sadler. Left for dead with his wife killed in their house, L.A. Detective Mason Storm will have to make a quick recovery, expose those behind the murder and...",5.8,24721,USA,1h36m
170,https://www.imdb.com//title/tt0112504/?ref_=tt_rec_tti,Bikini Drive-In,"C, o, m, e, d, y",,R,1995,"bikini,lust,female rear nudity,sex scene,rear entry sex","Bikini Drive-In is a movie starring Ashlie Rhey, Richard Gabai, and Ross Hagen. Kim Taylor inherits her grandfather's drive-in theatre. She must raise $25,000 over one weekend or the bank will take the property from her. She also...",3.7,658,USA,1h26m
171,https://www.imdb.com//title/tt0095736/?ref_=tt_rec_tti,A Night in the Life of Jimmy Reardon,"Comedy, Drama, Romance",William Richert,R,1988,"hand up dress,lifting up dress,feeling woman's legs up her skirt or dress,high school graduation,father son relationship","A Night in the Life of Jimmy Reardon is a movie starring River Phoenix, Ann Magnuson, and Meredith Salenger. A charming womanizer has to find a way to get $80 to elope to Hawaii with his one true love, or else go to his father's...",5.5,2314,USA,1h30m
172,https://www.imdb.com//title/tt0060268/?ref_=tt_rec_tti,Cul-de-sac,"Comedy, Drama, Thriller",Roman Polanski,Not Rated,1966,"castle,partner,coward,eccentric,chicken","Cul-de-sac is a movie starring Donald Pleasence, Françoise Dorléac, and Lionel Stander. In search of help, two wounded gangsters on the run find refuge in the secluded castle of a feeble man and his wife; however, under the point of...",7.2,9936,USA,1h53m
173,https://www.imdb.com//title/tt2180411/?ref_=tt_rec_tti,Into the Woods,"Adventure, Comedy, Drama, Fantasy, Musical",Rob Marshall,PG,2014,"cinderella,little red riding hood,based on stage musical,witch,singing","Into the Woods is a movie starring Anna Kendrick, Meryl Streep, and Chris Pine. A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.",6,119789,USA,2h5m
174,https://www.imdb.com//title/tt0084589/?ref_=tt_rec_tti,Le retour de Martin Guerre,"Biography, Crime, Drama, History, Mystery, Romance",Daniel Vigne,,1982,"france,village,husband wife relationship,identity theft,1550s","Le retour de Martin Guerre is a movie starring Gérard Depardieu, Nathalie Baye, and Maurice Barrier. In medieval France, some villagers challenge a man's claim of identity when he (as he says) returns home from some time in the army.",7.4,3615,USA,2h2m
175,https://www.imdb.com//title/tt5755280/?ref_=tt_rec_tti,Cynthia,"Comedy, Horror",,Not Rated,2018,"creature,vito russo test passed,gay couple,sister sister relationship,gay","Cynthia is a movie starring Scout Taylor-Compton, Kyle Jones, and Rebecca Marshall. Cynthia is a horror film about the 'perfect' couple and their desperate obsession to have a child which descends into a terrifying dark comedy.",4.5,154,USA,1h29m
176,https://www.imdb.com//title/tt2406252/?ref_=tt_rec_tti,La Vénus à la fourrure,"D, r, a, m, a",Roman Polanski,Not Rated,2013,"psychological manipulation,femdom,von sacher masoch,submissive man,cross dressing",La Vénus à la fourrure is a movie starring Emmanuelle Seigner and Mathieu Amalric. An actress attempts to convince a director how she's perfect for a role in his upcoming production.,7.2,15214,Poland,1h36m
177,https://www.imdb.com//title/tt0106455/?ref_=tt_rec_tti,Boiling Point,"Action, Crime, Drama, Thriller",James B. Harris,R,1993,"police officer,revenge,undercover,old flame,organized crime","Boiling Point is a movie starring Wesley Snipes, Dennis Hopper, and Lolita Davidovich. A pair of sociopath killers take on the police and the mob in order to make one last big score.",4.9,5027,USA,1h32m
178,https://www.imdb.com//title/tt0329717/?ref_=tt_rec_tti,Hollywood Homicide,"Action, Comedy, Crime, Thriller",Ron Shelton,PG-13,2003,"murder,audition,machismo,sex,kissing while having sex","Hollywood Homicide is a movie starring Harrison Ford, Josh Hartnett, and Isaiah Washington. Two LAPD detectives who moonlight in other fields investigate the murder of an up-and-coming rap group.",5.3,33686,USA,1h56m
179,https://www.imdb.com//title/tt0116253/?ref_=tt_rec_tti,Executive Decision,"Action, Adventure, Thriller",Stuart Baird,R,1996,"panic,survival,stealth plane,mission,disaster film","Executive Decision is a movie starring Kurt Russell, Halle Berry, and Steven Seagal. When terrorists seize control of an airliner, an intelligence analyst accompanies a commando unit for a midair boarding operation.",6.4,45505,USA,2h13m
180,https://www.imdb.com//title/tt0145681/?ref_=tt_rec_tti,The Bone Collector,"Crime, Drama, Mystery, Thriller",Phillip Noyce,R,1999,"murder of a black woman,murder of an innocent person,murder of a police officer,stabbing a woman,giallo esque","The Bone Collector is a movie starring Denzel Washington, Angelina Jolie, and Queen Latifah. A quadriplegic ex-homicide detective and his female partner try to track down a serial killer who is terrorizing New York City.",6.7,136985,USA,1h58m
181,https://www.imdb.com//title/tt0369441/?ref_=tt_rec_tti,Fun with Dick and Jane,"Comedy, Crime",Dean Parisot,PG-13,2005,"head shop,ceo,suburb,animal abuse,heist","Fun with Dick and Jane is a movie starring Jim Carrey, Téa Leoni, and Alec Baldwin. When an affluent couple lose all their money following a series of blunders, they turn to a life of crime to make ends meet.",6.1,122374,USA,1h30m
182,https://www.imdb.com//title/tt1077258/?ref_=tt_rec_tti,Planet Terror,"Action, Comedy, Horror, Thriller",Robert Rodriguez,Not Rated,2007,"go go dancer,pole dancer,extramarital affair,lesbian relationship,cheating wife","Planet Terror is a movie starring Rose McGowan, Freddy Rodríguez, and Josh Brolin. After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the...",7.1,184282,Israel,1h45m
183,https://www.imdb.com//title/tt0338751/?ref_=tt_rec_tti,The Aviator,"Biography, Drama, History",Martin Scorsese,PG-13,2004,"test flight,mental illness,flight engineer,obsessive compulsive disorder,film producer","The Aviator is a movie starring Leonardo DiCaprio, Cate Blanchett, and Kate Beckinsale. A biopic depicting the early years of legendary Director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.",7.5,299229,USA,2h50m
184,https://www.imdb.com//title/tt0098308/?ref_=tt_rec_tti,She's Out of Control,"C, o, m, e, d, y",Stan Dragoti,PG,1989,"makeover,teenage girl,beach,paranoia,therapist","She's Out of Control is a movie starring Tony Danza, Catherine Hicks, and Wallace Shawn. When an average-looking teenage girl gets a makeover, it's enough to make her father become overprotective of her.",5.3,3507,USA,1h30m
185,https://www.imdb.com//title/tt1319718/?ref_=tt_rec_tti,Da bing xiao jiang,"Action, Adventure, Comedy, History, War",Sheng Ding,PG-13,2010,"general,soldier,china,wine,bound hand and foot","Da bing xiao jiang is a movie starring Jackie Chan, Leehom Wang, and Sung-jun Yoo. An old soldier kidnaps a young General of an enemy state and takes him on a long journey to collect the reward.",7,13495,China,1h36m
186,https://www.imdb.com//title/tt1343092/?ref_=tt_rec_tti,The Great Gatsby,"Drama, Romance",Baz Luhrmann,PG-13,2013,"extramarital affair,obsessive love,party,dead body in swimming pool,fatal accident","The Great Gatsby is a movie starring Leonardo DiCaprio, Carey Mulligan, and Joel Edgerton. A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby.",7.3,418682,USA,2h23m
187,https://www.imdb.com//title/tt3733778/?ref_=tt_rec_tti,Pay the Ghost,"Drama, Horror, Mystery, Thriller",Uli Edel,Not Rated,2015,"woman,father son relationship,mother son relationship,husband wife relationship,united states of america","Pay the Ghost is a movie starring Nicolas Cage, Sarah Wayne Callies, and Veronica Ferres. A professor frantically searches for his son who was abducted during a Halloween carnival.",5.2,13364,USA,1h34m
188,https://www.imdb.com//title/tt0378194/?ref_=tt_rec_tti,Kill Bill: Vol. 2,"Action, Crime, Thriller",Quentin Tarantino,R,2004,"bride,vengeance,wedding chapel,female assassin,martial arts","Kill Bill: Vol. 2 is a movie starring Uma Thurman, David Carradine, and Michael Madsen. The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed...",8,590490,USA,2h17m
189,https://www.imdb.com//title/tt0102614/?ref_=tt_rec_tti,Out for Justice,"Action, Crime, Drama, Thriller",John Flynn,R,1991,"murder of a nude woman,brooklyn new york city,psychopath,bar fight,aikido","Out for Justice is a movie starring Steven Seagal, William Forsythe, and Jerry Orbach. The gruesome murder of a Brooklyn Detective will turn the case into a personal vendetta when the deceased's best friend and fellow officer will...",6.1,19267,USA,1h31m
190,https://www.imdb.com//title/tt1409024/?ref_=tt_rec_tti,Men in Black 3,"Action, Adventure, Comedy, Sci-Fi",Barry Sonnenfeld,PG-13,2012,"andy warhol character,neil armstrong character,good versus evil,watching tv,blonde","Men in Black 3 is a movie starring Will Smith, Tommy Lee Jones, and Josh Brolin. Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.",6.8,298029,USA,1h46m
191,https://www.imdb.com//title/tt6987770/?ref_=tt_rec_tti,Destination Wedding,"Comedy, Drama, Romance",Victor Levin,R,2018,"outdoor wedding,wedding,one night stand,sex outdoors,spilling wine","Destination Wedding is a movie starring Keanu Reeves, Winona Ryder, and Dj Dallenbach. The story of two miserable and unpleasant wedding guests, Lindsay and Frank, who develop a mutual affection despite themselves.",6,7459,Germany,1h30m
192,https://www.imdb.com//title/tt2599716/?ref_=tt_rec_tti,Jing cha gu shi 2013,"Action, Crime, Drama, Thriller",Sheng Ding,Not Rated,2013,"time bomb,accidental murder,murder of a police officer,murder of a pregnant woman,tragic event","Jing cha gu shi 2013 is a movie starring Jackie Chan, Ye Liu, and Tian Jing. A man looking for the release of a long-time prisoner takes a police officer, his daughter, and a group of strangers hostage.",6.1,7747,USA,1h50m
193,https://www.imdb.com//title/tt0313443/?ref_=tt_rec_tti,Out of Time,"Crime, Drama, Mystery, Thriller",Carl Franklin,PG-13,2003,"cell phone,wife murders husband,woman murders a man,shooting a woman,deception","Out of Time is a movie starring Denzel Washington, Sanaa Lathan, and Eva Mendes. A Florida police chief must solve a vicious double homicide before he himself falls under suspicion.",6.5,51525,USA,1h45m
194,https://www.imdb.com//title/tt0104839/?ref_=tt_rec_tti,Medicine Man,"Adventure, Drama, Romance",John McTiernan,PG-13,1992,"stethoscope exam,gas chromatograph,jungle,cancer,nature","Medicine Man is a movie starring Sean Connery, Lorraine Bracco, and José Wilker. In the beautiful and dangerous Amazon rainforest dissimilar people must should make their choice between business, science and love.",6,19237,USA,1h46m
195,https://www.imdb.com//title/tt1452628/?ref_=tt_rec_tti,Vanishing on 7th Street,"Horror, Mystery, Thriller",Brad Anderson,R,2011,"candle,hospital,detroit michigan,flashlight,sunrise","Vanishing on 7th Street is a movie starring Hayden Christensen, Thandie Newton, and John Leguizamo. The population of Detroit has almost completely disappeared, but a few remain. As daylight disappears they realize that the Dark is...",4.9,23481,Japan,1h32m
196,https://www.imdb.com//title/tt0234215/?ref_=tt_rec_tti,The Matrix Reloaded,"Action, Sci-Fi",,R,2003,"oracle,cult film,prophecy,alternate reality,three word title","The Matrix Reloaded is a movie starring Keanu Reeves, Laurence Fishburne, and Carrie-Anne Moss. Following the events of The Matrix (1999), Neo and the rebel leaders estimate they have 72 hours until 250,000 probes discover Zion and...",7.2,466107,USA,2h18m
197,https://www.imdb.com//title/tt0365847/?ref_=tt_rec_tti,San wa,"Action, Adventure, Comedy, Drama, Fantasy, Romance",Stanley Tong,PG-13,2005,"hare krishna,dream,princess,china,warrior","San wa is a movie starring Bing Shao, Jackie Chan, and Weixing Yao. Archeologist Jack keeps having reoccurring dreams of a past life, where he is the great General Meng Yi, who is sworn to protect a Korean Princess named Ok-Soo....",6.2,12999,Hong Kong,2h2m
198,https://www.imdb.com//title/tt2077886/?ref_=tt_rec_tti,The Phantom of the Opera at the Royal Albert Hall,"Drama, Music, Musical, Romance, Thriller",,Not Rated,2011,"obsession,architect,attitude,audience,balcony","The Phantom of the Opera at the Royal Albert Hall is a movie starring Ramin Karimloo, Sierra Boggess, and Hadley Fraser. A disfigured musical genius, hidden away in the Paris Opera House, terrorizes the opera company for the...",8.8,5562,UK,2h17m
199,https://www.imdb.com//title/tt1075419/?ref_=tt_rec_tti,San suk si gin,"Action, Crime, Drama, Thriller",Tung-Shing Yee,R,2009,"gratitude,chinese,gang,japan,immigrant","San suk si gin is a movie starring Jackie Chan, Naoto Takenaka, and Daniel Wu. A simple Chinese immigrant wages a perilous war against one of the most powerful criminal organizations on the planet.",7,10338,Hong Kong,1h59m
200,https://www.imdb.com//title/tt0107290/?ref_=tt_rec_tti,Jurassic Park,"Adventure, Sci-Fi, Thriller",Steven Spielberg,PG-13,1993,"man on a toilet,dinosaur,theme park,tyrannosaurus rex,chaos theory","Jurassic Park is a movie starring Sam Neill, Laura Dern, and Jeff Goldblum. During a preview tour, a theme park suffers a major power breakdown that allows its cloned dinosaur exhibits to run amok.",8.1,750973,USA,2h7m
201,https://www.imdb.com//title/tt0190524/?ref_=tt_rec_tti,Left Behind,"Action, Drama, Fantasy, Sci-Fi, Thriller",Vic Sarin,PG-13,2001,"based on the bible,christian,rapture aftermath,journalist,scientist","Left Behind is a video starring Kirk Cameron, Brad Johnson, and Janaya Stephens. The Biblical prophecy of Armegeddon begins when the Rapture instantly takes all believers in Christ from the Earth. A reporter left behind learns that...",4.6,8368,,
202,https://www.imdb.com//title/tt0499549/?ref_=tt_rec_tti,Avatar,"Action, Adventure, Fantasy, Sci-Fi",James Cameron,PG-13,2009,"paraplegic,avatar,marine,native,future","Avatar is a movie starring Sam Worthington, Zoe Saldana, and Sigourney Weaver. A paraplegic marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his...",7.8,1007069,USA,2h42m
203,https://www.imdb.com//title/tt0312305/?ref_=tt_rec_tti,Quantum Quest: A Cassini Space Odyssey,"Animation, Sci-Fi, Adventure",,,2012,,"Quantum Quest: A Cassini Space Odyssey is a movie starring Chris Pine, Amanda Peet, and Samuel L. Jackson. Quantum Quest centers on the story of Dave, a young photon, who is forced out of the Sun on a journey of discovery. He must...",5.2,283,USA,45m
204,https://www.imdb.com//title/tt0102768/?ref_=tt_rec_tti,Regarding Henry,"Drama, Romance",Mike Nichols,PG-13,1991,"new york city,brain damage,main character shot,movie theater,upper class","Regarding Henry is a movie starring Harrison Ford, Annette Bening, and Michael Haley. After being shot, a man loses his memory and must relearn speech and mobility, but he has a loving family to support him.",6.7,26512,USA,1h48m
205,https://www.imdb.com//title/tt1533749/?ref_=tt_rec_tti,San siu lam zi,"Action, Drama",Benny Chan,R,2011,"shaolin,warlord,shaolin master,monk,china","San siu lam zi is a movie starring Shaoqun Yu, Chen Zhiui, and Xing Yu. After ambushing and killing his rival, losing everything in the process, dispirited warlord Hou Jie turns to a Shaolin monastery seeking salvation.",6.9,17494,Hong Kong,2h11m
206,https://www.imdb.com//title/tt0280870/?ref_=tt_rec_tti,Liberty Stands Still,"Action, Drama, Thriller",Kari Skogland,R,2002,"bomb,hostage,gunman,sniper,gun control","Liberty Stands Still is a movie starring Tanya Allen, Hart Bochner, and Fulvio Cecere. Liberty, the wife of a gun manufacturer, is held hostage at a hot dog stand by a sniper seeking revenge.",5.8,6880,Italy,1h36m
207,https://www.imdb.com//title/tt0106544/?ref_=tt_rec_tti,Chao ji ji hua,"Action, Comedy, Crime, Thriller",Stanley Tong,R,1993,"hong kong,die hard scenario,police shootout,cult film,explosion","Chao ji ji hua is a movie starring Michelle Yeoh, Rongguang Yu, and Emil Chau. As a crime wave sweeps through Hong Kong, the police call on Jessica Yang, a rising star in their ranks, to help stop a notorious gang of thieves.",6.2,3277,Hong Kong,1h44m
208,https://www.imdb.com//title/tt0099812/?ref_=tt_rec_tti,Huo shao dao,"Action, Crime, Drama",Yen-Ping Chu,R,1991,"prison,death,warden,corruption,corrupt cop","Huo shao dao is a movie starring Jackie Chan, Andy Lau, and Sammo Kam-Bo Hung. A cop goes undercover to infiltrate a deadly prison where a team of mercernaries is being assembled.",5.9,2804,Taiwan,2h5m
