id,url,name,genre,director,contentRating,datePublished,keywords,description,averageRating,ratingCount,releasedCountry,duration
18,https://www.imdb.com//title/tt4881806/?ref_=tt_rec_tti,Jurassic World: Fallen Kingdom,"Action, Adventure, Sci-Fi",J.A. Bayona,PG-13,2018,"dinosaur,raptor,island,sequel,genetic engineering","Jurassic World: Fallen Kingdom is a movie starring Chris Pratt, Bryce Dallas Howard, and Rafe Spall. When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from...",6.3,167743,USA,2h8m
19,https://www.imdb.com//title/tt0286716/?ref_=tt_rec_tti,Hulk,"Action, Sci-Fi",Ang Lee,PG-13,2003,"radiation,monster,scientist,general,technology","Hulk is a movie starring Eric Bana, Jennifer Connelly, and Sam Elliott. Bruce Banner, a genetics researcher with a tragic past, suffers an accident that causes him to transform into a raging green monster when he gets angry.",5.7,234039,USA,2h18m
20,https://www.imdb.com//title/tt1211837/?ref_=tt_rec_tti,Doctor Strange,"Action, Adventure, Fantasy, Sci-Fi",Scott Derrickson,PG-13,2016,"magic,wizard,magician,neurosurgeon,doctor","Doctor Strange is a movie starring Benedict Cumberbatch, Chiwetel Ejiofor, and Rachel McAdams. While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.",7.5,456475,USA,1h55m
21,https://www.imdb.com//title/tt0413300/?ref_=tt_rec_tti,Spider-Man 3,"Action, Adventure, Sci-Fi",Sam Raimi,PG-13,2007,"villain,spider man,sandman,venom,older actors younger roles","Spider-Man 3 is a movie starring Tobey Maguire, Kirsten Dunst, and Topher Grace. A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",6.2,444214,USA,2h19m
22,https://www.imdb.com//title/tt0145487/?ref_=tt_rec_tti,Spider-Man,"Action, Adventure, Sci-Fi",Sam Raimi,PG-13,2002,"spider man,superhero,older actors younger roles,high school student,may parker character","Spider-Man is a movie starring Tobey Maguire, Kirsten Dunst, and Willem Dafoe. When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to...",7.3,619558,USA,2h1m
23,https://www.imdb.com//title/tt0974015/?ref_=tt_rec_tti,Justice League,"Action, Adventure, Fantasy, Sci-Fi",Zack Snyder,PG-13,2017,"justice league,superhero team,superhero,ensemble cast,dc extended universe","Justice League is a movie starring Ben Affleck, Gal Gadot, and Jason Momoa. Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face...",6.5,291247,USA,2h
24,https://www.imdb.com//title/tt2527336/?ref_=tt_rec_tti,Star Wars: Episode VIII - The Last Jedi,"Action, Adventure, Fantasy, Sci-Fi",Rian Johnson,PG-13,2017,"wisecrack humor,sabotage,deception,betrayal,hatred","Star Wars: Episode VIII - The Last Jedi is a movie starring Daisy Ridley, John Boyega, and Mark Hamill. Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers....",7.2,423400,USA,2h32m
25,https://www.imdb.com//title/tt0458525/?ref_=tt_rec_tti,X-Men Origins: Wolverine,"Action, Adventure, Sci-Fi, Thriller",Gavin Hood,PG-13,2009,"good versus evil,self healing,commando,wolverine the character,civil war","X-Men Origins: Wolverine is a movie starring Hugh Jackman, Liev Schreiber, and Ryan Reynolds. A look at Wolverine's early life, in particular his time with the government squad Team X and the impact it will have on his later years.",6.6,421441,USA,1h47m
26,https://www.imdb.com//title/tt0348150/?ref_=tt_rec_tti,Superman Returns,"Action, Adventure",Bryan Singer,PG-13,2006,"superman character,perry white character,clark kent character,lex luthor character,lois lane character","Superman Returns is a movie starring Brandon Routh, Kevin Spacey, and Kate Bosworth. Superman reappears after a long absence, but is challenged by an old foe who uses Kryptonian technology for world domination.",6.1,256709,USA,2h34m
27,https://www.imdb.com//title/tt3498820/?ref_=tt_rec_tti,Captain America: Civil War,"Action, Adventure, Sci-Fi",,PG-13,2016,"marvel cinematic universe,based on comic book,superhero,siberia,bucharest","Captain America: Civil War is a movie starring Chris Evans, Robert Downey Jr., and Scarlett Johansson. Political involvement in the Avengers' activities causes a rift between Captain America and Iron Man.",7.8,529339,USA,2h27m
28,https://www.imdb.com//title/tt1872181/?ref_=tt_rec_tti,The Amazing Spider-Man 2,"Action, Adventure, Sci-Fi",Marc Webb,PG-13,2014,"returning character killed off,secret identity,aunt niece relationship,times square,death of girlfriend","The Amazing Spider-Man 2 is a movie starring Andrew Garfield, Emma Stone, and Jamie Foxx. When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.",6.6,374741,USA,2h22m
29,https://www.imdb.com//title/tt0103776/?ref_=tt_rec_tti,Batman Returns,"Action, Crime, Fantasy",Tim Burton,PG-13,1992,"penguin,dc comics,mask,revenge,child abandonment","Batman Returns is a movie starring Michael Keaton, Danny DeVito, and Michelle Pfeiffer. When a corrupt businessman and the grotesque Penguin plot to take control of Gotham City, only Batman can stop them, while the Catwoman has her...",7,245106,USA,2h6m
30,https://www.imdb.com//title/tt0259324/?ref_=tt_rec_tti,Ghost Rider,"Action, Adventure, Fantasy, Horror, Thriller",Mark Steven Johnson,PG-13,2007,"lucifer morningstar character,comicbook movie,mephistopheles,father,blackheart","Ghost Rider is a movie starring Nicolas Cage, Eva Mendes, and Sam Elliott. Stunt motorcyclist Johnny Blaze gives up his soul to become a hellblazing vigilante, to fight against power hungry Blackheart, the son of the devil.",5.2,204019,USA,1h54m
31,https://www.imdb.com//title/tt0162661/?ref_=tt_rec_tti,Sleepy Hollow,"Fantasy, Horror, Mystery",Tim Burton,R,1999,"murder,headless horseman,investigation,sword,legend","Sleepy Hollow is a movie starring Johnny Depp, Christina Ricci, and Miranda Richardson. Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people, with the culprit being the legendary apparition, The...",7.4,298583,USA,1h45m
32,https://www.imdb.com//title/tt0118688/?ref_=tt_rec_tti,Batman & Robin,"Action, Sci-Fi",Joel Schumacher,PG-13,1997,"freeze,barbara gordon character,bruce wayne character,batman character,alfred pennyworth character","Batman & Robin is a movie starring Arnold Schwarzenegger, George Clooney, and Chris O'Donnell. Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.",3.7,212220,USA,2h5m
33,https://www.imdb.com//title/tt0770828/?ref_=tt_rec_tti,Man of Steel,"Action, Adventure, Fantasy, Sci-Fi",Zack Snyder,PG-13,2013,"reboot,british actor playing american character,origin of hero,based on comic book,final battle","Man of Steel is a movie starring Henry Cavill, Amy Adams, and Michael Shannon. Clark Kent, one of the last of an extinguished race disguised as an unremarkable human, is forced to reveal his identity when Earth is invaded by an army...",7.1,626124,USA,2h23m
34,https://www.imdb.com//title/tt1386697/?ref_=tt_rec_tti,Suicide Squad,"Action, Adventure, Fantasy, Sci-Fi",David Ayer,PG-13,2016,"based on comic book,suicide squad,father daughter relationship,reference to superman,mission","Suicide Squad is a movie starring Will Smith, Jared Leto, and Margot Robbie. A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the...",6.1,499329,USA,2h3m
35,https://www.imdb.com//title/tt0316654/?ref_=tt_rec_tti,Spider-Man 2,"Action, Adventure, Sci-Fi",Sam Raimi,PG-13,2004,"older actors younger roles,may parker character,spider man character,peter parker character,ben parker character","Spider-Man 2 is a movie starring Tobey Maguire, Kirsten Dunst, and Alfred Molina. Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.",7.3,481528,USA,2h7m
36,https://www.imdb.com//title/tt1071875/?ref_=tt_rec_tti,Ghost Rider: Spirit of Vengeance,"Action, Fantasy, Thriller",,PG-13,2012,"marvel comics,comicbook movie,ghost rider,eastern europe,monk","Ghost Rider: Spirit of Vengeance is a movie starring Nicolas Cage, Ciarán Hinds, and Idris Elba. As Johnny Blaze hides out in Eastern Europe, he is called upon to stop the devil, who is trying to take human form.",4.3,100414,USA,1h36m
37,https://www.imdb.com//title/tt0078346/?ref_=tt_rec_tti,Superman,"Action, Adventure, Drama, Sci-Fi",Richard Donner,PG,1978,"superhero,year 1978,1970s,camera shot of feet,pantyhose","Superman is a movie starring Christopher Reeve, Margot Kidder, and Gene Hackman. An alien orphan is sent from his dying planet to Earth, where he grows up to become his adoptive home's first and greatest superhero.",7.3,143452,USA,2h23m
38,https://www.imdb.com//title/tt0376994/?ref_=tt_rec_tti,X-Men: The Last Stand,"Action, Adventure, Sci-Fi, Thriller",Brett Ratner,PG-13,2006,"x men,walking through a wall,raven darkholme character,logan character,erik lehnsherr character","X-Men: The Last Stand is a movie starring Patrick Stewart, Hugh Jackman, and Halle Berry. An all-out war looms when the discovery of a cure for mutations draws a line between the followers of Charles Xavier and those of Magneto.",6.7,437454,USA,1h44m
39,https://www.imdb.com//title/tt0097428/?ref_=tt_rec_tti,Ghostbusters II,"Action, Comedy, Fantasy, Sci-Fi",Ivan Reitman,PG,1989,"new york city,ghostbuster,baby,ghost,slime","Ghostbusters II is a movie starring Bill Murray, Dan Aykroyd, and Sigourney Weaver. The discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of Ghostbusters to revive the business.",6.5,161865,USA,1h48m
40,https://www.imdb.com//title/tt0448011/?ref_=tt_rec_tti,Knowing,"Drama, Mystery, Sci-Fi, Thriller",Alex Proyas,PG-13,2009,"end of the world,number,disaster,time capsule,code","Knowing is a movie starring Nicolas Cage, Chandler Canterbury, and Rose Byrne. M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate...",6.2,204738,USA,2h1m
41,https://www.imdb.com//title/tt0086393/?ref_=tt_rec_tti,Superman III,"Action, Comedy, Sci-Fi",Richard Lester,PG,1983,"superman character,lana lang character,perry white character,clark kent character,lois lane character","Superman III is a movie starring Christopher Reeve, Richard Pryor, and Margot Kidder. Synthetic kryptonite laced with tar splits Superman in two: good Clark Kent and bad Man of Steel.",4.9,57593,USA,2h5m
42,https://www.imdb.com//title/tt1133985/?ref_=tt_rec_tti,Green Lantern,"Action, Adventure, Sci-Fi",Martin Campbell,PG-13,2011,"comicbook movie,ring,spacecraft,alien,magical ring","Green Lantern is a movie starring Ryan Reynolds, Blake Lively, and Peter Sarsgaard. Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police...",5.5,246688,USA,1h54m
43,https://www.imdb.com//title/tt1190080/?ref_=tt_rec_tti,2012,"Action, Adventure, Sci-Fi",Roland Emmerich,PG-13,2009,"apocalypse,earthquake,end of the world,elizabeth i character,21th century","2012 is a movie starring John Cusack, Thandie Newton, and Chiwetel Ejiofor. A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.",5.8,318926,USA,2h38m
44,https://www.imdb.com//title/tt0120591/?ref_=tt_rec_tti,Armageddon,"Action, Adventure, Sci-Fi, Thriller",Michael Bay,PG-13,1998,"asteroid,astronaut,outer space,bomb,meteorite","Armageddon is a movie starring Bruce Willis, Billy Bob Thornton, and Ben Affleck. After discovering that an asteroid the size of Texas is going to impact Earth in less than a month, N.A.S.A. recruits a misfit team of deep core...",6.6,360300,USA,2h31m
45,https://www.imdb.com//title/tt0172156/?ref_=tt_rec_tti,Bad Boys II,"Action, Comedy, Crime, Drama, Thriller",Michael Bay,R,2003,"car crash,black comedy,car chase,car accident,buddy cop","Bad Boys II is a movie starring Will Smith, Martin Lawrence, and Gabrielle Union. Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.",6.6,200466,USA,2h27m
46,https://www.imdb.com//title/tt0120903/?ref_=tt_rec_tti,X-Men,"Action, Adventure, Sci-Fi",Bryan Singer,PG-13,2000,"mutant,professor,superhero,superhero team,first part","X-Men is a movie starring Patrick Stewart, Hugh Jackman, and Ian McKellen. Two mutants come to a private academy for their kind whose resident superhero team must oppose a terrorist organization with similar powers.",7.4,518757,USA,1h44m
47,https://www.imdb.com//title/tt0118880/?ref_=tt_rec_tti,Con Air,"Action, Crime, Thriller",Simon West,R,1997,"airplane hijack,1990s,1980s,desert,exploding motorcycle","Con Air is a movie starring Nicolas Cage, John Cusack, and John Malkovich. Newly paroled ex-con and former U.S. Ranger Cameron Poe finds himself trapped in a prisoner transport plane when the passengers seize control.",6.8,250494,USA,1h55m
48,https://www.imdb.com//title/tt0120812/?ref_=tt_rec_tti,Rush Hour,"Action, Comedy, Crime, Thriller",Brett Ratner,PG-13,1998,"buddy movie,buddy film,buddy,child kidnapping,chinese mafia","Rush Hour is a movie starring Jackie Chan, Chris Tucker, and Ken Leung. A loyal and dedicated Hong Kong Inspector teams up with a reckless and loudmouthed L.A.P.D. detective to rescue the Chinese Consul's kidnapped daughter, while...",7,213136,USA,1h38m
49,https://www.imdb.com//title/tt0848228/?ref_=tt_rec_tti,The Avengers,"Action, Adventure, Sci-Fi",Joss Whedon,PG-13,2012,"alien invasion,superhero,s.h.i.e.l.d.,soldier,assassin","The Avengers is a movie starring Robert Downey Jr., Chris Evans, and Scarlett Johansson. Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from...",8.1,1130733,USA,2h23m
50,https://www.imdb.com//title/tt1077368/?ref_=tt_rec_tti,Dark Shadows,"Comedy, Fantasy, Horror",Tim Burton,PG-13,2012,"vampire,camera shot of feet,foot closeup,female stockinged soles,female stockinged feet","Dark Shadows is a movie starring Johnny Depp, Michelle Pfeiffer, and Eva Green. An imprisoned vampire, Barnabas Collins, is set free and returns to his ancestral home, where his dysfunctional descendants are in need of his...",6.2,223289,USA,1h53m
51,https://www.imdb.com//title/tt0184894/?ref_=tt_rec_tti,Shanghai Noon,"Action, Adventure, Comedy, Western",Tom Dey,PG-13,2000,"jedediah smith character,good versus evil,princess,rescue,chinese","Shanghai Noon is a movie starring Jackie Chan, Owen Wilson, and Lucy Liu. A Chinese man travels to the Wild West to rescue a kidnapped Princess. After teaming up with a train robber, the unlikely duo takes on a Chinese traitor and...",6.6,108673,USA,1h50m
52,https://www.imdb.com//title/tt0088206/?ref_=tt_rec_tti,Supergirl,"Action, Adventure, Fantasy, Romance, Sci-Fi",Jeannot Szwarc,PG,1984,"evil witch,megalomaniac,showdown,superheroine,villainess","Supergirl is a movie starring Helen Slater, Faye Dunaway, and Peter O'Toole. After losing a powerful orb, Kara, Superman's cousin, comes to Earth to retrieve it and instead finds herself up against a wicked witch.",4.4,16306,USA,2h30m
53,https://www.imdb.com//title/tt0116629/?ref_=tt_rec_tti,Independence Day,"Action, Adventure, Sci-Fi",Roland Emmerich,PG-13,1996,"saving the world mission,alien technology,alien invasion,alien contact,1990s","Independence Day is a movie starring Will Smith, Bill Pullman, and Jeff Goldblum. The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.",7,482432,USA,2h25m
54,https://www.imdb.com//title/tt0118571/?ref_=tt_rec_tti,Air Force One,"Action, Drama, Thriller",Wolfgang Petersen,R,1997,"videotape,vietnam war veteran,good versus evil,evil man,villain","Air Force One is a movie starring Harrison Ford, Gary Oldman, and Glenn Close. Communist Radicals hijack Air Force One with The U.S. President and his family on board. The Vice President negotiates from Washington D.C., while the...",6.5,162995,USA,2h4m
55,https://www.imdb.com//title/tt0120915/?ref_=tt_rec_tti,Star Wars: Episode I - The Phantom Menace,"Action, Adventure, Fantasy, Sci-Fi",George Lucas,PG,1999,"saga,chosen one,r2 d2 character,c 3po character,science fantasy","Star Wars: Episode I - The Phantom Menace is a movie starring Ewan McGregor, Liam Neeson, and Natalie Portman. Two Jedi Knights escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force,...",6.5,631078,USA,2h16m
56,https://www.imdb.com//title/tt0814022/?ref_=tt_rec_tti,Bangkok Dangerous,"Action, Crime, Thriller",,R,2008,"deaf,pickpocket,hitman,nightclub,rules of profession","Bangkok Dangerous is a movie starring Nicolas Cage, Charlie Yeung, and Shahkrit Yamnarm. A hitman who's in Bangkok to pull off a series of jobs violates his personal code when he falls for a local woman and bonds with his errand boy.",5.4,52017,USA,1h39m
57,https://www.imdb.com//title/tt3385516/?ref_=tt_rec_tti,X-Men: Apocalypse,"Action, Adventure, Sci-Fi",Bryan Singer,PG-13,2016,"mutant,x men,superhero team,superhero,based on comic book","X-Men: Apocalypse is a movie starring James McAvoy, Michael Fassbender, and Jennifer Lawrence. After the re-emergence of the world's first mutant, the world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level...",7,333358,USA,2h24m
58,https://www.imdb.com//title/tt0120207/?ref_=tt_rec_tti,Steel,"Action, Crime, Sci-Fi",Kenneth Johnson,PG-13,1997,"female soldier,terrorist,explosion,reference to shaft,reference to james brown","Steel is a movie starring Shaquille O'Neal, Annabeth Gish, and Judd Nelson. John Henry Irons designs weapons for the military. When his project to create weapons that harmlessly neutralize soldiers is sabotaged, he leaves in...",2.8,9778,USA,1h37m
59,https://www.imdb.com//title/tt0087469/?ref_=tt_rec_tti,Indiana Jones and the Temple of Doom,"Action, Adventure",Steven Spielberg,PG,1984,"white dinner jacket,voodoo doll,studio logo segues into film,china,indiana jones character","Indiana Jones and the Temple of Doom is a movie starring Harrison Ford, Kate Capshaw, and Jonathan Ke Quan. In 1935, Indiana Jones arrives in India, still part of the British Empire, and is asked to find a mystical stone. He then...",7.6,387831,USA,1h58m
60,https://www.imdb.com//title/tt0448157/?ref_=tt_rec_tti,Hancock,"Action, Drama, Fantasy",Peter Berg,PG-13,2008,"character name in title,superhero,anti gay language,black superhero,bully","Hancock is a movie starring Will Smith, Charlize Theron, and Jason Bateman. Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his...",6.4,397839,USA,1h32m
61,https://www.imdb.com//title/tt1877832/?ref_=tt_rec_tti,X-Men: Days of Future Past,"Action, Adventure, Sci-Fi, Thriller",Bryan Singer,PG-13,2014,"time travel,supernatural power,super strength,time paradox,dystopia","X-Men: Days of Future Past is a movie starring Patrick Stewart, Ian McKellen, and Hugh Jackman. The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans...",8,598435,USA,2h12m
62,https://www.imdb.com//title/tt0458339/?ref_=tt_rec_tti,Captain America: The First Avenger,"Action, Adventure, Sci-Fi",Joe Johnston,PG-13,2011,"scientist,tesseract,war bond,arctic,self destruct","Captain America: The First Avenger is a movie starring Chris Evans, Hugo Weaving, and Samuel L. Jackson. Steve Rogers, a rejected military soldier transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But...",6.9,620863,USA,2h4m
63,https://www.imdb.com//title/tt0367882/?ref_=tt_rec_tti,Indiana Jones and the Kingdom of the Crystal Skull,"Action, Adventure, Fantasy",Steven Spielberg,PG-13,2008,"indiana jones,femme fatale,sequel,alien,amazon","Indiana Jones and the Kingdom of the Crystal Skull is a movie starring Harrison Ford, Cate Blanchett, and Shia LaBeouf. In 1957, archaeologist and adventurer Dr. Henry ""Indiana"" Jones, Jr. is called back into action and becomes...",6.2,378892,USA,2h2m
64,https://www.imdb.com//title/tt0287978/?ref_=tt_rec_tti,Daredevil,"Action, Crime",Mark Steven Johnson,PG-13,2003,"daredevil,marvel comics,blindness,murder of father,epic","Daredevil is a movie starring Ben Affleck, Jennifer Garner, and Colin Farrell. A man blinded by toxic waste which also enhanced his remaining senses fights crime as an acrobatic martial arts superhero.",5.3,193586,USA,1h43m
65,https://www.imdb.com//title/tt2401807/?ref_=tt_rec_tti,Tokarev,"Action, Crime, Thriller",Paco Cabezas,Not Rated,2014,"scene during end credits,revenge,paralysis,surprise during end credits,ambiguous ending","Tokarev is a movie starring Nicolas Cage, Rachel Nichols, and Max Ryan. When the daughter of a reformed criminal is kidnapped, he rounds up his old crew and seeks his own brand of justice.",5,21322,USA,1h32m
66,https://www.imdb.com//title/tt0120873/?ref_=tt_rec_tti,U.S. Marshals,"Action, Crime, Thriller",Stuart Baird,PG-13,1998,"fugitive,u.s. marshal,escape,mole,prison","U.S. Marshals is a movie starring Tommy Lee Jones, Wesley Snipes, and Robert Downey Jr.. U.S. Marshal Samuel Gerard and his team of Marshals are assigned to track down Sheridan, who has been accused of a double-murder.",6.5,86555,USA,2h11m
